date,state,total
15/4/2025,Selangor,129
16/4/2025,Selangor,99
17/4/2025,Selangor,108
18/4/2025,Selangor,148
19/4/2025,Selangor,95
20/4/2025,Selangor,118
21/4/2025,Selangor,150
22/4/2025,Selangor,113
23/4/2025,Selangor,103
24/4/2025,Selangor,175
25/4/2025,Selangor,137
26/4/2025,Selangor,164
27/4/2025,Selangor,167
28/4/2025,Selangor,130
29/4/2025,Selangor,122
30/4/2025,Selangor,145
1/5/2025,Selangor,58
2/5/2025,Selangor,226
3/5/2025,Selangor,79
4/5/2025,Selangor,125
5/5/2025,Selangor,138
6/5/2025,Selangor,114
7/5/2025,Selangor,134
8/5/2025,Selangor,98
9/5/2025,Selangor,108
10/5/2025,Selangor,151
11/5/2025,Selangor,198
12/5/2025,Selangor,95
13/5/2025,Selangor,112
14/5/2025,Selangor,127
15/5/2025,Selangor,111
16/5/2025,Selangor,128
17/5/2025,Selangor,254
18/5/2025,Selangor,130
19/5/2025,Selangor,133
20/5/2025,Selangor,123
21/5/2025,Selangor,124
22/5/2025,Selangor,112
23/5/2025,Selangor,102
24/5/2025,Selangor,289
25/5/2025,Selangor,173
26/5/2025,Selangor,163
27/5/2025,Selangor,95
28/5/2025,Selangor,161
29/5/2025,Selangor,108
30/5/2025,Selangor,67
31/5/2025,Selangor,102
1/6/2025,Selangor,148
2/6/2025,Selangor,32
3/6/2025,Selangor,9
15/4/2019,Terengganu,0
16/4/2019,Terengganu,1
17/4/2019,Terengganu,0
18/4/2019,Terengganu,4
19/4/2019,Terengganu,0
20/4/2019,Terengganu,0
21/4/2019,Terengganu,1
22/4/2019,Terengganu,0
23/4/2019,Terengganu,5
24/4/2019,Terengganu,0
25/4/2019,Terengganu,1
26/4/2019,Terengganu,0
27/4/2019,Terengganu,2
28/4/2019,Terengganu,2
29/4/2019,Terengganu,2
30/4/2019,Terengganu,4
1/5/2019,Terengganu,0
2/5/2019,Terengganu,6
3/5/2019,Terengganu,0
4/5/2019,Terengganu,0
5/5/2019,Terengganu,2
6/5/2019,Terengganu,3
7/5/2019,Terengganu,2
8/5/2019,Terengganu,4
9/5/2019,Terengganu,3
10/5/2019,Terengganu,0
11/5/2019,Terengganu,2
12/5/2019,Terengganu,1
13/5/2019,Terengganu,3
14/5/2019,Terengganu,2
15/5/2019,Terengganu,7
16/5/2019,Terengganu,8
17/5/2019,Terengganu,0
18/5/2019,Terengganu,2
19/5/2019,Terengganu,5
20/5/2019,Terengganu,1
21/5/2019,Terengganu,1
22/5/2019,Terengganu,1
23/5/2019,Terengganu,5
24/5/2019,Terengganu,0
25/5/2019,Terengganu,2
26/5/2019,Terengganu,6
27/5/2019,Terengganu,3
28/5/2019,Terengganu,1
29/5/2019,Terengganu,3
30/5/2019,Terengganu,0
31/5/2019,Terengganu,0
1/6/2019,Terengganu,3
2/6/2019,Terengganu,2
3/6/2019,Terengganu,1
4/6/2019,Terengganu,0
5/6/2019,Terengganu,0
6/6/2019,Terengganu,0
7/6/2019,Terengganu,0
8/6/2019,Terengganu,0
9/6/2019,Terengganu,2
10/6/2019,Terengganu,5
11/6/2019,Terengganu,1
12/6/2019,Terengganu,4
13/6/2019,Terengganu,6
14/6/2019,Terengganu,0
15/6/2019,Terengganu,8
16/6/2019,Terengganu,7
17/6/2019,Terengganu,6
18/6/2019,Terengganu,7
19/6/2019,Terengganu,5
20/6/2019,Terengganu,17
21/6/2019,Terengganu,0
22/6/2019,Terengganu,3
23/6/2019,Terengganu,15
24/6/2019,Terengganu,18
25/6/2019,Terengganu,9
26/6/2019,Terengganu,5
27/6/2019,Terengganu,4
28/6/2019,Terengganu,0
29/6/2019,Terengganu,6
30/6/2019,Terengganu,3
1/7/2019,Terengganu,11
2/7/2019,Terengganu,13
3/7/2019,Terengganu,6
4/7/2019,Terengganu,14
5/7/2019,Terengganu,0
6/7/2019,Terengganu,2
7/7/2019,Terengganu,17
8/7/2019,Terengganu,10
9/7/2019,Terengganu,15
10/7/2019,Terengganu,9
11/7/2019,Terengganu,14
12/7/2019,Terengganu,0
13/7/2019,Terengganu,2
14/7/2019,Terengganu,11
15/7/2019,Terengganu,16
16/7/2019,Terengganu,18
17/7/2019,Terengganu,35
18/7/2019,Terengganu,52
19/7/2019,Terengganu,0
20/7/2019,Terengganu,4
21/7/2019,Terengganu,13
22/7/2019,Terengganu,40
23/7/2019,Terengganu,29
24/7/2019,Terengganu,48
25/7/2019,Terengganu,27
26/7/2019,Terengganu,0
27/7/2019,Terengganu,7
28/7/2019,Terengganu,46
29/7/2019,Terengganu,50
30/7/2019,Terengganu,2
31/7/2019,Terengganu,55
1/8/2019,Terengganu,40
2/8/2019,Terengganu,0
3/8/2019,Terengganu,0
4/8/2019,Terengganu,46
5/8/2019,Terengganu,76
6/8/2019,Terengganu,40
7/8/2019,Terengganu,46
8/8/2019,Terengganu,68
9/8/2019,Terengganu,0
10/8/2019,Terengganu,3
11/8/2019,Terengganu,0
12/8/2019,Terengganu,0
13/8/2019,Terengganu,19
14/8/2019,Terengganu,35
15/8/2019,Terengganu,30
16/8/2019,Terengganu,0
17/8/2019,Terengganu,4
18/8/2019,Terengganu,35
19/8/2019,Terengganu,63
20/8/2019,Terengganu,51
21/8/2019,Terengganu,74
22/8/2019,Terengganu,36
23/8/2019,Terengganu,0
24/8/2019,Terengganu,3
25/8/2019,Terengganu,46
26/8/2019,Terengganu,59
27/8/2019,Terengganu,78
28/8/2019,Terengganu,47
29/8/2019,Terengganu,40
30/8/2019,Terengganu,0
31/8/2019,Terengganu,0
1/9/2019,Terengganu,0
2/9/2019,Terengganu,1
3/9/2019,Terengganu,41
4/9/2019,Terengganu,58
5/9/2019,Terengganu,26
6/9/2019,Terengganu,2
7/9/2019,Terengganu,3
8/9/2019,Terengganu,27
9/9/2019,Terengganu,1
10/9/2019,Terengganu,38
11/9/2019,Terengganu,58
12/9/2019,Terengganu,25
13/9/2019,Terengganu,0
14/9/2019,Terengganu,1
15/9/2019,Terengganu,21
16/9/2019,Terengganu,0
17/9/2019,Terengganu,24
18/9/2019,Terengganu,47
19/9/2019,Terengganu,43
20/9/2019,Terengganu,89
21/9/2019,Terengganu,37
22/9/2019,Terengganu,67
23/9/2019,Terengganu,37
24/9/2019,Terengganu,40
25/9/2019,Terengganu,41
26/9/2019,Terengganu,25
27/9/2019,Terengganu,1
28/9/2019,Terengganu,2
29/9/2019,Terengganu,29
30/9/2019,Terengganu,40
1/10/2019,Terengganu,30
2/10/2019,Terengganu,29
3/10/2019,Terengganu,23
4/10/2019,Terengganu,0
5/10/2019,Terengganu,27
6/10/2019,Terengganu,31
7/10/2019,Terengganu,47
8/10/2019,Terengganu,47
9/10/2019,Terengganu,85
10/10/2019,Terengganu,29
11/10/2019,Terengganu,19
12/10/2019,Terengganu,62
13/10/2019,Terengganu,79
14/10/2019,Terengganu,110
15/10/2019,Terengganu,130
16/10/2019,Terengganu,74
17/10/2019,Terengganu,21
18/10/2019,Terengganu,38
19/10/2019,Terengganu,39
20/10/2019,Terengganu,45
21/10/2019,Terengganu,63
22/10/2019,Terengganu,42
23/10/2019,Terengganu,45
24/10/2019,Terengganu,34
25/10/2019,Terengganu,0
26/10/2019,Terengganu,5
27/10/2019,Terengganu,69
28/10/2019,Terengganu,60
29/10/2019,Terengganu,54
30/10/2019,Terengganu,45
31/10/2019,Terengganu,26
1/11/2019,Terengganu,0
2/11/2019,Terengganu,6
3/11/2019,Terengganu,48
4/11/2019,Terengganu,53
5/11/2019,Terengganu,48
6/11/2019,Terengganu,49
7/11/2019,Terengganu,23
8/11/2019,Terengganu,0
9/11/2019,Terengganu,1
10/11/2019,Terengganu,3
11/11/2019,Terengganu,29
12/11/2019,Terengganu,44
13/11/2019,Terengganu,30
14/11/2019,Terengganu,20
15/11/2019,Terengganu,0
16/11/2019,Terengganu,7
17/11/2019,Terengganu,42
18/11/2019,Terengganu,32
19/11/2019,Terengganu,56
20/11/2019,Terengganu,50
21/11/2019,Terengganu,30
22/11/2019,Terengganu,0
23/11/2019,Terengganu,6
24/11/2019,Terengganu,67
25/11/2019,Terengganu,43
26/11/2019,Terengganu,56
27/11/2019,Terengganu,45
28/11/2019,Terengganu,42
29/11/2019,Terengganu,0
30/11/2019,Terengganu,1
1/12/2019,Terengganu,62
2/12/2019,Terengganu,56
3/12/2019,Terengganu,70
4/12/2019,Terengganu,78
5/12/2019,Terengganu,37
6/12/2019,Terengganu,0
7/12/2019,Terengganu,8
8/12/2019,Terengganu,86
9/12/2019,Terengganu,85
10/12/2019,Terengganu,78
11/12/2019,Terengganu,77
12/12/2019,Terengganu,30
13/12/2019,Terengganu,0
14/12/2019,Terengganu,5
15/12/2019,Terengganu,118
16/12/2019,Terengganu,66
17/12/2019,Terengganu,86
18/12/2019,Terengganu,170
19/12/2019,Terengganu,30
20/12/2019,Terengganu,0
21/12/2019,Terengganu,3
22/12/2019,Terengganu,52
23/12/2019,Terengganu,103
24/12/2019,Terengganu,86
25/12/2019,Terengganu,22
26/12/2019,Terengganu,18
27/12/2019,Terengganu,1
28/12/2019,Terengganu,19
29/12/2019,Terengganu,62
30/12/2019,Terengganu,91
31/12/2019,Terengganu,88
1/1/2020,Terengganu,81
2/1/2020,Terengganu,48
3/1/2020,Terengganu,0
4/1/2020,Terengganu,8
5/1/2020,Terengganu,114
6/1/2020,Terengganu,104
7/1/2020,Terengganu,109
8/1/2020,Terengganu,103
9/1/2020,Terengganu,37
10/1/2020,Terengganu,26
11/1/2020,Terengganu,12
12/1/2020,Terengganu,133
13/1/2020,Terengganu,92
14/1/2020,Terengganu,93
15/1/2020,Terengganu,61
16/1/2020,Terengganu,33
17/1/2020,Terengganu,0
18/1/2020,Terengganu,8
19/1/2020,Terengganu,91
20/1/2020,Terengganu,126
21/1/2020,Terengganu,130
22/1/2020,Terengganu,91
23/1/2020,Terengganu,50
24/1/2020,Terengganu,0
25/1/2020,Terengganu,0
26/1/2020,Terengganu,1
27/1/2020,Terengganu,15
28/1/2020,Terengganu,95
29/1/2020,Terengganu,70
30/1/2020,Terengganu,45
31/1/2020,Terengganu,4
1/2/2020,Terengganu,7
2/2/2020,Terengganu,92
3/2/2020,Terengganu,89
4/2/2020,Terengganu,140
5/2/2020,Terengganu,108
6/2/2020,Terengganu,51
7/2/2020,Terengganu,1
8/2/2020,Terengganu,36
9/2/2020,Terengganu,116
10/2/2020,Terengganu,155
11/2/2020,Terengganu,130
12/2/2020,Terengganu,128
13/2/2020,Terengganu,113
14/2/2020,Terengganu,53
15/2/2020,Terengganu,44
16/2/2020,Terengganu,73
17/2/2020,Terengganu,122
18/2/2020,Terengganu,134
19/2/2020,Terengganu,133
20/2/2020,Terengganu,74
21/2/2020,Terengganu,1
22/2/2020,Terengganu,37
23/2/2020,Terengganu,191
24/2/2020,Terengganu,135
25/2/2020,Terengganu,135
26/2/2020,Terengganu,116
27/2/2020,Terengganu,42
28/2/2020,Terengganu,1
29/2/2020,Terengganu,38
1/3/2020,Terengganu,69
2/3/2020,Terengganu,73
3/3/2020,Terengganu,88
4/3/2020,Terengganu,5
5/3/2020,Terengganu,42
6/3/2020,Terengganu,0
7/3/2020,Terengganu,14
8/3/2020,Terengganu,68
9/3/2020,Terengganu,82
10/3/2020,Terengganu,80
11/3/2020,Terengganu,64
12/3/2020,Terengganu,42
13/3/2020,Terengganu,0
14/3/2020,Terengganu,129
15/3/2020,Terengganu,123
16/3/2020,Terengganu,40
17/3/2020,Terengganu,43
18/3/2020,Terengganu,33
19/3/2020,Terengganu,11
20/3/2020,Terengganu,0
21/3/2020,Terengganu,1
22/3/2020,Terengganu,0
23/3/2020,Terengganu,2
24/3/2020,Terengganu,0
25/3/2020,Terengganu,2
26/3/2020,Terengganu,0
27/3/2020,Terengganu,0
28/3/2020,Terengganu,0
29/3/2020,Terengganu,1
30/3/2020,Terengganu,1
31/3/2020,Terengganu,3
1/4/2020,Terengganu,3
2/4/2020,Terengganu,1
3/4/2020,Terengganu,0
4/4/2020,Terengganu,0
5/4/2020,Terengganu,2
6/4/2020,Terengganu,1
7/4/2020,Terengganu,1
8/4/2020,Terengganu,2
9/4/2020,Terengganu,2
10/4/2020,Terengganu,0
11/4/2020,Terengganu,0
12/4/2020,Terengganu,15
13/4/2020,Terengganu,12
14/4/2020,Terengganu,2
15/4/2020,Terengganu,3
16/4/2020,Terengganu,1
17/4/2020,Terengganu,0
18/4/2020,Terengganu,0
19/4/2020,Terengganu,1
20/4/2020,Terengganu,3
21/4/2020,Terengganu,2
22/4/2020,Terengganu,12
23/4/2020,Terengganu,4
24/4/2020,Terengganu,22
25/4/2020,Terengganu,41
26/4/2020,Terengganu,0
27/4/2020,Terengganu,5
28/4/2020,Terengganu,67
29/4/2020,Terengganu,68
30/4/2020,Terengganu,8
1/5/2020,Terengganu,7
2/5/2020,Terengganu,3
3/5/2020,Terengganu,12
4/5/2020,Terengganu,39
5/5/2020,Terengganu,13
6/5/2020,Terengganu,10
7/5/2020,Terengganu,2
8/5/2020,Terengganu,0
9/5/2020,Terengganu,3
10/5/2020,Terengganu,0
11/5/2020,Terengganu,16
12/5/2020,Terengganu,16
13/5/2020,Terengganu,15
14/5/2020,Terengganu,10
15/5/2020,Terengganu,0
16/5/2020,Terengganu,4
17/5/2020,Terengganu,9
18/5/2020,Terengganu,6
19/5/2020,Terengganu,9
20/5/2020,Terengganu,5
21/5/2020,Terengganu,7
22/5/2020,Terengganu,0
23/5/2020,Terengganu,0
24/5/2020,Terengganu,0
25/5/2020,Terengganu,0
26/5/2020,Terengganu,1
27/5/2020,Terengganu,31
28/5/2020,Terengganu,5
29/5/2020,Terengganu,0
30/5/2020,Terengganu,4
31/5/2020,Terengganu,13
1/6/2020,Terengganu,26
2/6/2020,Terengganu,36
3/6/2020,Terengganu,10
4/6/2020,Terengganu,6
5/6/2020,Terengganu,1
6/6/2020,Terengganu,8
7/6/2020,Terengganu,5
8/6/2020,Terengganu,1
9/6/2020,Terengganu,10
10/6/2020,Terengganu,5
11/6/2020,Terengganu,19
12/6/2020,Terengganu,0
13/6/2020,Terengganu,6
14/6/2020,Terengganu,17
15/6/2020,Terengganu,15
16/6/2020,Terengganu,35
17/6/2020,Terengganu,6
18/6/2020,Terengganu,35
19/6/2020,Terengganu,1
20/6/2020,Terengganu,24
21/6/2020,Terengganu,39
22/6/2020,Terengganu,15
23/6/2020,Terengganu,31
24/6/2020,Terengganu,8
25/6/2020,Terengganu,23
26/6/2020,Terengganu,9
27/6/2020,Terengganu,3
28/6/2020,Terengganu,10
29/6/2020,Terengganu,41
30/6/2020,Terengganu,18
1/7/2020,Terengganu,22
2/7/2020,Terengganu,4
3/7/2020,Terengganu,2
4/7/2020,Terengganu,8
5/7/2020,Terengganu,19
6/7/2020,Terengganu,43
7/7/2020,Terengganu,30
8/7/2020,Terengganu,48
9/7/2020,Terengganu,26
10/7/2020,Terengganu,0
11/7/2020,Terengganu,15
12/7/2020,Terengganu,28
13/7/2020,Terengganu,58
14/7/2020,Terengganu,42
15/7/2020,Terengganu,53
16/7/2020,Terengganu,18
17/7/2020,Terengganu,0
18/7/2020,Terengganu,13
19/7/2020,Terengganu,34
20/7/2020,Terengganu,54
21/7/2020,Terengganu,50
22/7/2020,Terengganu,60
23/7/2020,Terengganu,29
24/7/2020,Terengganu,0
25/7/2020,Terengganu,6
26/7/2020,Terengganu,48
27/7/2020,Terengganu,31
28/7/2020,Terengganu,105
29/7/2020,Terengganu,94
30/7/2020,Terengganu,23
31/7/2020,Terengganu,0
1/8/2020,Terengganu,0
2/8/2020,Terengganu,0
3/8/2020,Terengganu,35
4/8/2020,Terengganu,26
5/8/2020,Terengganu,27
6/8/2020,Terengganu,5
7/8/2020,Terengganu,0
8/8/2020,Terengganu,7
9/8/2020,Terengganu,21
10/8/2020,Terengganu,36
11/8/2020,Terengganu,32
12/8/2020,Terengganu,31
13/8/2020,Terengganu,29
14/8/2020,Terengganu,0
15/8/2020,Terengganu,5
16/8/2020,Terengganu,22
17/8/2020,Terengganu,27
18/8/2020,Terengganu,24
19/8/2020,Terengganu,16
20/8/2020,Terengganu,2
21/8/2020,Terengganu,0
22/8/2020,Terengganu,6
23/8/2020,Terengganu,19
24/8/2020,Terengganu,28
25/8/2020,Terengganu,61
26/8/2020,Terengganu,32
27/8/2020,Terengganu,18
28/8/2020,Terengganu,0
29/8/2020,Terengganu,13
30/8/2020,Terengganu,7
31/8/2020,Terengganu,0
1/9/2020,Terengganu,31
2/9/2020,Terengganu,38
3/9/2020,Terengganu,16
4/9/2020,Terengganu,137
5/9/2020,Terengganu,4
6/9/2020,Terengganu,15
7/9/2020,Terengganu,35
8/9/2020,Terengganu,25
9/9/2020,Terengganu,24
10/9/2020,Terengganu,22
11/9/2020,Terengganu,0
12/9/2020,Terengganu,3
13/9/2020,Terengganu,25
14/9/2020,Terengganu,40
15/9/2020,Terengganu,31
16/9/2020,Terengganu,0
17/9/2020,Terengganu,19
18/9/2020,Terengganu,0
19/9/2020,Terengganu,3
20/9/2020,Terengganu,121
21/9/2020,Terengganu,36
22/9/2020,Terengganu,33
23/9/2020,Terengganu,35
24/9/2020,Terengganu,13
25/9/2020,Terengganu,0
26/9/2020,Terengganu,1
27/9/2020,Terengganu,17
28/9/2020,Terengganu,27
29/9/2020,Terengganu,25
30/9/2020,Terengganu,30
1/10/2020,Terengganu,23
2/10/2020,Terengganu,0
3/10/2020,Terengganu,11
4/10/2020,Terengganu,16
5/10/2020,Terengganu,26
6/10/2020,Terengganu,5
7/10/2020,Terengganu,24
8/10/2020,Terengganu,20
9/10/2020,Terengganu,0
10/10/2020,Terengganu,8
11/10/2020,Terengganu,18
12/10/2020,Terengganu,26
13/10/2020,Terengganu,17
14/10/2020,Terengganu,12
15/10/2020,Terengganu,9
16/10/2020,Terengganu,12
17/10/2020,Terengganu,14
18/10/2020,Terengganu,19
19/10/2020,Terengganu,26
20/10/2020,Terengganu,22
21/10/2020,Terengganu,17
22/10/2020,Terengganu,14
23/10/2020,Terengganu,0
24/10/2020,Terengganu,8
25/10/2020,Terengganu,19
26/10/2020,Terengganu,21
27/10/2020,Terengganu,34
28/10/2020,Terengganu,50
29/10/2020,Terengganu,0
30/10/2020,Terengganu,7
31/10/2020,Terengganu,47
1/11/2020,Terengganu,11
2/11/2020,Terengganu,21
3/11/2020,Terengganu,22
4/11/2020,Terengganu,13
5/11/2020,Terengganu,13
6/11/2020,Terengganu,5
7/11/2020,Terengganu,8
8/11/2020,Terengganu,20
9/11/2020,Terengganu,29
10/11/2020,Terengganu,12
11/11/2020,Terengganu,22
12/11/2020,Terengganu,20
13/11/2020,Terengganu,0
14/11/2020,Terengganu,0
15/11/2020,Terengganu,3
16/11/2020,Terengganu,24
17/11/2020,Terengganu,23
18/11/2020,Terengganu,18
19/11/2020,Terengganu,13
20/11/2020,Terengganu,9
21/11/2020,Terengganu,24
22/11/2020,Terengganu,26
23/11/2020,Terengganu,5
24/11/2020,Terengganu,25
25/11/2020,Terengganu,15
26/11/2020,Terengganu,16
27/11/2020,Terengganu,25
28/11/2020,Terengganu,5
29/11/2020,Terengganu,18
30/11/2020,Terengganu,19
1/12/2020,Terengganu,18
2/12/2020,Terengganu,11
3/12/2020,Terengganu,11
4/12/2020,Terengganu,0
5/12/2020,Terengganu,4
6/12/2020,Terengganu,11
7/12/2020,Terengganu,26
8/12/2020,Terengganu,23
9/12/2020,Terengganu,11
10/12/2020,Terengganu,9
11/12/2020,Terengganu,2
12/12/2020,Terengganu,8
13/12/2020,Terengganu,8
14/12/2020,Terengganu,26
15/12/2020,Terengganu,33
16/12/2020,Terengganu,16
17/12/2020,Terengganu,14
18/12/2020,Terengganu,3
19/12/2020,Terengganu,7
20/12/2020,Terengganu,13
21/12/2020,Terengganu,22
22/12/2020,Terengganu,26
23/12/2020,Terengganu,18
24/12/2020,Terengganu,13
25/12/2020,Terengganu,0
26/12/2020,Terengganu,1
27/12/2020,Terengganu,10
28/12/2020,Terengganu,35
29/12/2020,Terengganu,45
30/12/2020,Terengganu,18
31/12/2020,Terengganu,8
1/1/2021,Terengganu,0
2/1/2021,Terengganu,1
3/1/2021,Terengganu,24
4/1/2021,Terengganu,49
5/1/2021,Terengganu,32
6/1/2021,Terengganu,33
7/1/2021,Terengganu,22
8/1/2021,Terengganu,59
9/1/2021,Terengganu,1
10/1/2021,Terengganu,23
11/1/2021,Terengganu,58
12/1/2021,Terengganu,64
13/1/2021,Terengganu,95
14/1/2021,Terengganu,29
15/1/2021,Terengganu,1
16/1/2021,Terengganu,12
17/1/2021,Terengganu,58
18/1/2021,Terengganu,100
19/1/2021,Terengganu,113
20/1/2021,Terengganu,103
21/1/2021,Terengganu,57
22/1/2021,Terengganu,5
23/1/2021,Terengganu,2
24/1/2021,Terengganu,39
25/1/2021,Terengganu,56
26/1/2021,Terengganu,52
27/1/2021,Terengganu,52
28/1/2021,Terengganu,18
29/1/2021,Terengganu,0
30/1/2021,Terengganu,0
31/1/2021,Terengganu,37
1/2/2021,Terengganu,35
2/2/2021,Terengganu,57
3/2/2021,Terengganu,49
4/2/2021,Terengganu,13
5/2/2021,Terengganu,13
6/2/2021,Terengganu,2
7/2/2021,Terengganu,61
8/2/2021,Terengganu,62
9/2/2021,Terengganu,45
10/2/2021,Terengganu,40
11/2/2021,Terengganu,18
12/2/2021,Terengganu,0
13/2/2021,Terengganu,0
14/2/2021,Terengganu,1
15/2/2021,Terengganu,79
16/2/2021,Terengganu,63
17/2/2021,Terengganu,45
18/2/2021,Terengganu,18
19/2/2021,Terengganu,2
20/2/2021,Terengganu,23
21/2/2021,Terengganu,35
22/2/2021,Terengganu,42
23/2/2021,Terengganu,43
24/2/2021,Terengganu,39
25/2/2021,Terengganu,10
26/2/2021,Terengganu,8
27/2/2021,Terengganu,6
28/2/2021,Terengganu,48
1/3/2021,Terengganu,31
2/3/2021,Terengganu,39
3/3/2021,Terengganu,30
4/3/2021,Terengganu,22
5/3/2021,Terengganu,1
6/3/2021,Terengganu,0
7/3/2021,Terengganu,33
8/3/2021,Terengganu,33
9/3/2021,Terengganu,32
10/3/2021,Terengganu,22
11/3/2021,Terengganu,3
12/3/2021,Terengganu,1
13/3/2021,Terengganu,20
14/3/2021,Terengganu,18
15/3/2021,Terengganu,28
16/3/2021,Terengganu,26
17/3/2021,Terengganu,39
18/3/2021,Terengganu,20
19/3/2021,Terengganu,0
20/3/2021,Terengganu,2
21/3/2021,Terengganu,37
22/3/2021,Terengganu,22
23/3/2021,Terengganu,26
24/3/2021,Terengganu,22
25/3/2021,Terengganu,12
26/3/2021,Terengganu,3
27/3/2021,Terengganu,3
28/3/2021,Terengganu,18
29/3/2021,Terengganu,27
30/3/2021,Terengganu,15
31/3/2021,Terengganu,13
1/4/2021,Terengganu,8
2/4/2021,Terengganu,5
3/4/2021,Terengganu,6
4/4/2021,Terengganu,12
5/4/2021,Terengganu,36
6/4/2021,Terengganu,32
7/4/2021,Terengganu,24
8/4/2021,Terengganu,17
9/4/2021,Terengganu,0
10/4/2021,Terengganu,43
11/4/2021,Terengganu,51
12/4/2021,Terengganu,82
13/4/2021,Terengganu,30
14/4/2021,Terengganu,13
15/4/2021,Terengganu,58
16/4/2021,Terengganu,42
17/4/2021,Terengganu,2
18/4/2021,Terengganu,20
19/4/2021,Terengganu,5
20/4/2021,Terengganu,12
21/4/2021,Terengganu,12
22/4/2021,Terengganu,3
23/4/2021,Terengganu,0
24/4/2021,Terengganu,4
25/4/2021,Terengganu,11
26/4/2021,Terengganu,7
27/4/2021,Terengganu,15
28/4/2021,Terengganu,8
29/4/2021,Terengganu,1
30/4/2021,Terengganu,0
1/5/2021,Terengganu,0
2/5/2021,Terengganu,1
3/5/2021,Terengganu,4
4/5/2021,Terengganu,4
5/5/2021,Terengganu,26
6/5/2021,Terengganu,4
7/5/2021,Terengganu,0
8/5/2021,Terengganu,0
9/5/2021,Terengganu,20
10/5/2021,Terengganu,3
11/5/2021,Terengganu,7
12/5/2021,Terengganu,6
13/5/2021,Terengganu,0
14/5/2021,Terengganu,0
15/5/2021,Terengganu,0
16/5/2021,Terengganu,3
17/5/2021,Terengganu,15
18/5/2021,Terengganu,8
19/5/2021,Terengganu,11
20/5/2021,Terengganu,6
21/5/2021,Terengganu,0
22/5/2021,Terengganu,26
23/5/2021,Terengganu,22
24/5/2021,Terengganu,6
25/5/2021,Terengganu,3
26/5/2021,Terengganu,0
27/5/2021,Terengganu,6
28/5/2021,Terengganu,0
29/5/2021,Terengganu,2
30/5/2021,Terengganu,5
31/5/2021,Terengganu,3
1/6/2021,Terengganu,1
2/6/2021,Terengganu,1
3/6/2021,Terengganu,2
4/6/2021,Terengganu,32
5/6/2021,Terengganu,1
6/6/2021,Terengganu,3
7/6/2021,Terengganu,0
8/6/2021,Terengganu,5
9/6/2021,Terengganu,14
10/6/2021,Terengganu,1
11/6/2021,Terengganu,39
12/6/2021,Terengganu,4
13/6/2021,Terengganu,4
14/6/2021,Terengganu,3
15/6/2021,Terengganu,9
16/6/2021,Terengganu,4
17/6/2021,Terengganu,3
18/6/2021,Terengganu,0
19/6/2021,Terengganu,0
20/6/2021,Terengganu,8
21/6/2021,Terengganu,3
22/6/2021,Terengganu,8
23/6/2021,Terengganu,9
24/6/2021,Terengganu,5
25/6/2021,Terengganu,0
26/6/2021,Terengganu,0
27/6/2021,Terengganu,10
28/6/2021,Terengganu,4
29/6/2021,Terengganu,8
30/6/2021,Terengganu,6
1/7/2021,Terengganu,7
2/7/2021,Terengganu,0
3/7/2021,Terengganu,0
4/7/2021,Terengganu,9
5/7/2021,Terengganu,8
6/7/2021,Terengganu,12
7/7/2021,Terengganu,8
8/7/2021,Terengganu,37
9/7/2021,Terengganu,0
10/7/2021,Terengganu,1
11/7/2021,Terengganu,5
12/7/2021,Terengganu,13
13/7/2021,Terengganu,8
14/7/2021,Terengganu,17
15/7/2021,Terengganu,5
16/7/2021,Terengganu,0
17/7/2021,Terengganu,2
18/7/2021,Terengganu,6
19/7/2021,Terengganu,1
20/7/2021,Terengganu,0
21/7/2021,Terengganu,0
22/7/2021,Terengganu,20
23/7/2021,Terengganu,0
24/7/2021,Terengganu,4
25/7/2021,Terengganu,14
26/7/2021,Terengganu,43
27/7/2021,Terengganu,10
28/7/2021,Terengganu,7
29/7/2021,Terengganu,7
30/7/2021,Terengganu,0
31/7/2021,Terengganu,2
1/8/2021,Terengganu,9
2/8/2021,Terengganu,7
3/8/2021,Terengganu,8
4/8/2021,Terengganu,3
5/8/2021,Terengganu,1
6/8/2021,Terengganu,0
7/8/2021,Terengganu,5
8/8/2021,Terengganu,5
9/8/2021,Terengganu,13
10/8/2021,Terengganu,1
11/8/2021,Terengganu,3
12/8/2021,Terengganu,3
13/8/2021,Terengganu,0
14/8/2021,Terengganu,1
15/8/2021,Terengganu,8
16/8/2021,Terengganu,2
17/8/2021,Terengganu,2
18/8/2021,Terengganu,1
19/8/2021,Terengganu,3
20/8/2021,Terengganu,0
21/8/2021,Terengganu,6
22/8/2021,Terengganu,9
23/8/2021,Terengganu,10
24/8/2021,Terengganu,2
25/8/2021,Terengganu,3
26/8/2021,Terengganu,4
27/8/2021,Terengganu,0
28/8/2021,Terengganu,3
29/8/2021,Terengganu,2
30/8/2021,Terengganu,11
31/8/2021,Terengganu,0
1/9/2021,Terengganu,4
2/9/2021,Terengganu,1
3/9/2021,Terengganu,3
4/9/2021,Terengganu,2
5/9/2021,Terengganu,7
6/9/2021,Terengganu,5
7/9/2021,Terengganu,4
8/9/2021,Terengganu,6
9/9/2021,Terengganu,0
10/9/2021,Terengganu,0
11/9/2021,Terengganu,2
12/9/2021,Terengganu,5
13/9/2021,Terengganu,6
14/9/2021,Terengganu,6
15/9/2021,Terengganu,1
16/9/2021,Terengganu,0
